segment_id,wav_file,path,text
20180502-5_014,20180502-5_014.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_014.wav,﻿i terrorgruppens selverklærte hovedsete raqqa planla isil en rekke terrorangrep 
20180502-5_015,20180502-5_015.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_015.wav,﻿mange av disse ble gjennomført i europeiske byer
20180502-5_016,20180502-5_016.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_016.wav,﻿verken irakiske eller syriske myndigheter var i stand til å bekjempe terrorgruppas raske framvekst
20180502-5_017,20180502-5_017.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_017.wav,﻿fns sikkerhetsråd gjorde det klart
20180502-5_018,20180502-5_018.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_018.wav,﻿det internasjonale samfunnet måtte 
20180502-5_019,20180502-5_019.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_019.wav,﻿alle nødvendige virkemidler for å stanse isils ødeleggelser 
20180502-5_020,20180502-5_020.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_020.wav,﻿dette var bakgrunnen for at norge sluttet seg til den internasjonale koalisjonen for å bekjempe isil
20180502-5_023,20180502-5_023.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_023.wav,﻿men selv om isil er betydelig svekket kontrollerer de fremdeles enkelte lommer i syria og de er fortsatt til stede i irak
20180502-5_024,20180502-5_024.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_024.wav,﻿en militær innsats er 
20180502-5_025,20180502-5_025.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_025.wav,﻿vi må forvente at gruppa også framover vil forsøke å destabilisere sårbare stater
20180502-5_026,20180502-5_026.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_026.wav,﻿de er bekymring for at isil styrker seg
20180502-5_027,20180502-5_027.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_027.wav,﻿andre steder som i Afghanistan 
20180502-5_028,20180502-5_028.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_028.wav,﻿dette er en utvikling som uroer berørte land og som koalisjonen og internasjonale organisasjoner følger tett
20180502-5_030,20180502-5_030.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_030.wav,﻿i stadig en alvorlig trussel mot europa
20180502-5_031,20180502-5_031.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_031.wav,﻿selv om en rekke terrorangrep mot europa er avverget
20180502-5_032,20180502-5_032.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_032.wav,﻿har isil fortsatt evne til å radikalisere rekruttere og inspirere til angrep utenfor Syria og Irak 
20180502-5_033,20180502-5_033.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_033.wav,﻿terrorgruppas såkalte virtuelle kalifat på internett består 
20180502-5_034,20180502-5_034.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_034.wav,﻿fremmedkrigere og deres retur er også fremdeles et betydelig problem både i europa og i
20180502-5_036,20180502-5_036.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_036.wav,﻿hvordan ulike land håndterer fremmedkrigere og deres familier de kommende årene vil også påvirke trusselbildet nasjonalt og regionalt
20180502-5_037,20180502-5_037.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_037.wav,﻿Kampen mot isil og annen voldelig ekstremisme må også tas Her hjemme 
20180502-5_039,20180502-5_039.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_039.wav,﻿mellom tretti og førti befinner seg fortsatt i isils gjenværende områder 
20180502-5_040,20180502-5_040.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_040.wav,﻿vi kan forvente at også kvinner med tilknytning til fremmedkrigere og barn av disse
20180502-5_041,20180502-5_041.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_041.wav,﻿regjeringas handlingsplan mot radikalisering og voldelig ekstremisme har tiltak rettet
20180502-5_042,20180502-5_042.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_042.wav,﻿også mot denne gruppa 
20180502-5_043,20180502-5_043.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_043.wav,﻿vi må jobbe langsiktig og forebyggende for å forhindre rekruttering til voldelig ekstremisme 
20180502-5_044,20180502-5_044.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_044.wav,﻿med globale sikkerhetstrusler som terrorisme og voldelig ekstremisme 
20180502-5_045,20180502-5_045.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_045.wav,﻿i tjue sytten etablerte Norge sammen med jordan 
20180502-5_046,20180502-5_046.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_046.wav,﻿en permanent vennegruppe for fns arbeid med forebygging av dette
20180502-5_047,20180502-5_047.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_047.wav,﻿norge har også tatt flere internasjonale initiativ for å inkludere ungdom
20180502-5_050,20180502-5_050.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_050.wav,﻿en militær framgang er lite verdt dersom ikke konsolideres gjennom politiske sivile og økonomiske tiltak som kan legge grunnlaget for en fredelig utvikling over tid
20180502-5_052,20180502-5_052.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_052.wav,﻿koalisjonen har helt siden opprettelsen hatt en bred strategi
20180502-5_053,20180502-5_053.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_053.wav,﻿hvor isil bekjempes med både sivile og militære virkemidler 
20180502-5_054,20180502-5_054.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_054.wav,﻿norge har siden tjue fjorten vært aktiv på alle fem områder av koalisjonens innsats
20180502-5_056,20180502-5_056.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_056.wav,﻿forsvarsministeren vil redegjøre nærmere for dette 
20180502-5_057,20180502-5_057.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_057.wav,﻿om våre folkerettslige vurderinger knyttet til styrkebidragene og offentliggjort to notater 
20180502-5_058,20180502-5_058.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_058.wav,﻿om det folkerettslige grunnlaget for våre militære bidrag
20180502-5_059,20180502-5_059.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_059.wav,﻿er det første gang at sånne folkerettslige vurderinger har blitt offentliggjort i norge
20180502-5_061,20180502-5_061.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_061.wav,﻿vi bidrar til å hindre rekruttering av fremmedkrigere og til å kartlegge fremmedkrigere som forsøker
20180502-5_062,20180502-5_062.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_062.wav,﻿våre nasjonale eksperter har deltatt i et arbeid 
20180502-5_063,20180502-5_063.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_063.wav,﻿fra analysere isils finansieringsgrunnlag spesielt fra olje og energisektoren
20180502-5_064,20180502-5_064.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_064.wav,﻿dette har bidratt til å redusere isils tilgang til noen av deres viktigste finansieringskilder
20180502-5_065,20180502-5_065.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_065.wav,﻿det femte vi bidrar med kompetanse og ressurser til kampen mot isils propaganda og rekrutteringsapparat i samarbeid med koalisjonen har viktige internettaktører blokkert tilgang til store mengder ekstremistisk propaganda
20180502-5_068,20180502-5_068.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_068.wav,﻿økonomisk sosialt og sikkerhetsmessig krevende situasjon 
20180502-5_069,20180502-5_069.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_069.wav,﻿sitt territorielle kalifat men så lenge flere årsakene til at isil vokste fram
20180502-5_070,20180502-5_070.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_070.wav,﻿vil gruppa også fortsette å eksistere 
20180502-5_071,20180502-5_071.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_071.wav,﻿vi ser at isil fortsetter å utføre angrep særlig i sjiadominerte områder i irak
20180502-5_072,20180502-5_072.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_072.wav,﻿på den måten bidrar de til ytterligere sekteriske splittelser 
20180502-5_073,20180502-5_073.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_073.wav,﻿på sikt kan det igjen destabilisere landet og øke faren for en ny voldsspiral
20180502-5_074,20180502-5_074.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_074.wav,﻿den humanitære situasjonen i Irak er krevende 
20180502-5_075,20180502-5_075.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_075.wav,﻿selv om over halvparten av de internt fordrevne har returnert til sine hjem 
20180502-5_076,20180502-5_076.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_076.wav,﻿tre millioner irakere flyktninger i eget land 
20180502-5_077,20180502-5_077.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_077.wav,﻿ikke alle har hjem 
20180502-5_078,20180502-5_078.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_078.wav,﻿å vende tilbake til 
20180502-5_080,20180502-5_080.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_080.wav,﻿Mange har også opplevd seksuell og kjønnsbasert vold 
20180502-5_081,20180502-5_081.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_081.wav,﻿især under isils styre men også etter frigjøringen
20180502-5_082,20180502-5_082.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_082.wav,﻿en forutsetning for å hindre at isil eller andre terrorgrupper får fotfeste er at grunnleggende behov som sikkerhet arbeidsplasser
20180502-5_083,20180502-5_083.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_083.wav,﻿mat helse og skolegang ivaretas av myndighetene
20180502-5_084,20180502-5_084.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_084.wav,﻿umiddelbare stabiliseringstiltak er derfor en hovedprioritering for koalisjonen framover
20180502-5_086,20180502-5_086.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_086.wav,﻿femti mill kr inkludert nysalderingen fra desember tjue sytten
20180502-5_087,20180502-5_087.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_087.wav,﻿det er en økning på tjue prosent 
20180502-5_088,20180502-5_088.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_088.wav,﻿av dette går to hundre og seksti mill til stabiliserende og sårbarhetsreduserende tiltak
20180502-5_089,20180502-5_089.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_089.wav,﻿det inkluderer støtte til Kampen mot seksuell og kjønnsbasert vold 
20180502-5_090,20180502-5_090.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_090.wav,﻿og til å ta vare på dem som har blitt utsatt for den type vold
20180502-5_091,20180502-5_091.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_091.wav,﻿vi kan vise til gode resultater av den norske innsatsen så langt
20180502-5_092,20180502-5_092.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_092.wav,﻿i befolkninga frigjorte områder opplever en stadig forbedring av grunnleggende samfunnstjenester
20180502-5_094,20180502-5_094.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_094.wav,﻿tallet øker stadig 
20180502-5_096,20180502-5_096.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_096.wav,﻿irak er avhengig av langsiktig bistand
20180502-5_097,20180502-5_097.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_097.wav,﻿fra det internasjonale samfunnet 
20180502-5_099,20180502-5_099.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_099.wav,﻿å rydde irak for miner og eksplosiver
20180502-5_100,20180502-5_100.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_100.wav,﻿humanitær minerydding er derfor høyt prioritert som en del av norske støtten
20180502-5_101,20180502-5_101.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_101.wav,﻿i tillegg bidrar Norge langsiktig 
20180502-5_104,20180502-5_104.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_104.wav,﻿med anslagsvis åtti prosent av den totale humanitære responsen
20180502-5_105,20180502-5_105.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_105.wav,﻿men landet har fortsatt behov for ekstern støtte
20180502-5_106,20180502-5_106.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_106.wav,﻿irakiske myndigheter har også et spesielt ansvar for det pågående rettsoppgjøret etter konfliktene og for at det gjennomføres sånn at rettssikkerhetsgarantier ivaretas
20180502-5_108,20180502-5_108.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_108.wav,﻿rettssystemet er sterkt overbelastet 
20180502-5_109,20180502-5_109.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_109.wav,﻿på grunn av det høye antallet mistenkte isil-krigere og støttespillere
20180502-5_110,20180502-5_110.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_110.wav,﻿men Kampen mot isil må føres med respekt for menneskerettighetene og internasjonal humanitær rett 
20180502-5_113,20180502-5_113.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_113.wav,﻿det har vært viktig å understreke 
20180502-5_114,20180502-5_114.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_114.wav,﻿i koalisjonens arbeid overfor irakiske myndigheter 
20180502-5_115,20180502-5_115.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_115.wav,﻿går irakerne til valg
20180502-5_116,20180502-5_116.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_116.wav,﻿dersom det blir en mer politisk inkluderende regjering 
20180502-5_117,20180502-5_117.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_117.wav,﻿vil irak lettere kunne ta et oppgjør med isil og andre former for voldelig ekstremisme
20180502-5_118,20180502-5_118.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_118.wav,﻿et politisk inkluderende styresett reformer og forsoning må til 
20180502-5_119,20180502-5_119.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_119.wav,﻿for å skape langvarig stabilitet i landet 
20180502-5_120,20180502-5_120.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_120.wav,﻿valget blir også avgjørende for landets forhold til omverdenen 
20180502-5_121,20180502-5_121.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_121.wav,﻿av myndigheter som fortsatt ønsker å samarbeide om utfordringene som isil og annen terror utgjør for irak regionen og resten av
20180502-5_123,20180502-5_123.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_123.wav,﻿konfliktene i syria har skapt enorme ødeleggelser og lidelse millioner har
20180502-5_124,20180502-5_124.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_124.wav,﻿Mange har også flyktet til Europa 
20180502-5_125,20180502-5_125.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_125.wav,﻿isil kontrollerer fortsatt noen lommer i øst i landet
20180502-5_127,20180502-5_127.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_127.wav,﻿det har igjen redusert det militære presset mot isil i de gjenværende områdene terrorgruppa kontrollerer
20180502-5_128,20180502-5_128.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_128.wav,﻿det er viktig at presset på isil i disse lommene gjenopptas
20180502-5_130,20180502-5_130.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_130.wav,﻿det er også viktig å innrette innsatsen vår sånn at vi sikrer at isil ikke kan komme tilbake til allerede frigjorte områder
20180502-5_131,20180502-5_131.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_131.wav,﻿befolkningen må oppleve at sikkerhetssituasjonen bedres og at de kan komme tilbake til hjemmene sine 
20180502-5_132,20180502-5_132.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_132.wav,﻿stabiliseringsinnsats i frigjorte områder i Syria er imidlertid mer utfordrende enn i Irak 
20180502-5_133,20180502-5_133.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_133.wav,﻿det er fordi det er utelukket å samarbeide med myndighetene på tilsvarende måte som i irak
20180502-5_134,20180502-5_134.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_134.wav,﻿men på noen områder og via enkelte kanaler er det mulig
20180502-5_136,20180502-5_136.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_136.wav,﻿til stabilisering og humanitære tiltak for å redusere sårbarhet i Syria såkalt early recovery 
20180502-5_137,20180502-5_137.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_137.wav,﻿dette inkluderer rehabilitering innenfor de humanitære kjerneområdene
20180502-5_138,20180502-5_138.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_138.wav,﻿eksempler er medisinsk utstyr 
20180502-5_140,20180502-5_140.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_140.wav,﻿vi støtter ikke bygging av nye sykehus eller større infrastrukturprosjekter
20180502-5_141,20180502-5_141.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_141.wav,﻿minerydding og utdanning 
20180502-5_142,20180502-5_142.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_142.wav,﻿er to områder vi ønsker å prioritere enda høyere framover 
20180502-5_143,20180502-5_143.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_143.wav,﻿president er fortsatt ingen politisk løsning på konflikten mellom det syriske regimet og opposisjonen og
20180502-5_144,20180502-5_144.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_144.wav,﻿de ulike partenes støttespillere 
20180502-5_145,20180502-5_145.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_145.wav,﻿president assad får militær støtte fra Russland og Iran 
20180502-5_148,20180502-5_148.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_148.wav,﻿men det er bare en politisk løsning som vil kunne gi den syriske befolkningen langvarig stabilitet og en fredelig utvikling
20180502-5_149,20180502-5_149.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_149.wav,﻿det er igjen viktig for å unngå at terrororganisasjoner som isil 
20180502-5_150,20180502-5_150.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_150.wav,﻿norge har lenge understreket at assad ikke kan være en del av den langsiktige politiske løsningen
20180502-5_152,20180502-5_152.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_152.wav,﻿men partene har ikke noen gang forhandlet direkte med hverandre 
20180502-5_153,20180502-5_153.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_153.wav,﻿Norge støtter FNS fredsmeklingsinnsats både politisk 
20180502-5_154,20180502-5_154.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_154.wav,﻿løsningene for syria og andre land i konflikt
20180502-5_155,20180502-5_155.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_155.wav,﻿blir mer bærekraftige dersom også kvinner og sivilt samfunn involveres i fredsprosessene 
20180502-5_156,20180502-5_156.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_156.wav,﻿derfor er norge bl a pådriver for at syriske kvinner og sivilsamfunnsrepresentanter skal bidra
20180502-5_157,20180502-5_157.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_157.wav,﻿grusomme krigsforbrytelser er begått i løpet av den over sju år lange krigen i syria
20180502-5_158,20180502-5_158.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_158.wav,﻿det er viktig at de ansvarlige for slike forbrytelser stilles til
20180502-5_159,20180502-5_159.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_159.wav,﻿ansvar for sine gjerninger 
20180502-5_160,20180502-5_160.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_160.wav,﻿norge bidrar derfor til prosjekter som innhenter bevis for brudd på internasjonal humanitærrett og internasjonale menneskerettigheter i syria
20180502-5_161,20180502-5_161.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_161.wav,﻿norge og vestlige land er enige om ikke å bidra til gjenoppbygging i syria før en troverdig og inkluderende politisk overgangsprosess er i gang
20180502-5_162,20180502-5_162.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_162.wav,﻿vi ønsker ikke at bistandsmidler utnyttes av det syriske regimet for å støtte opp under egen legitimitet 
20180502-5_164,20180502-5_164.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_164.wav,﻿over tretten millioner mennesker trenger humanitær hjelp i syria og over
20180502-5_165,20180502-5_165.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_165.wav,﻿vår humanitære bistand skal redde liv
20180502-5_166,20180502-5_166.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_166.wav,﻿lindre nød og beskytte sivile og er forankret i prinsippene om humanitet nøytralitet upartiskhet og uavhengighet 
20180502-5_167,20180502-5_167.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_167.wav,﻿norge yter denne bistanden basert på humanitære behov og derfor
20180502-5_169,20180502-5_169.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_169.wav,﻿den humanitære bistanden inngår ikke som en del av Kampen mot isil men vi vet samtidig at konflikter og humanitære lidelser kan skape grunnlag for at terrororganisasjoner som isil 
20180502-5_170,20180502-5_170.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_170.wav,﻿norge har siden begynnelsen av konflikten mellom regimet og opposisjonen
20180502-5_171,20180502-5_171.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_171.wav,﻿vært en av de største humanitære bidragsyterne til syria
20180502-5_173,20180502-5_173.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_173.wav,﻿til sammen minst sju fem mrd kr siden det tidspunktet og vi oppfyller løftet som planlagt innen tjue nitten
20180502-5_174,20180502-5_174.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_174.wav,﻿er den norske støtten til syria og nabolandene
20180502-5_176,20180502-5_176.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_176.wav,﻿han så langt ført til flere resultater
20180502-5_177,20180502-5_177.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_177.wav,﻿rundt én million mennesker i syria har fått tilgang til vann og som leppa sanitærfasiliteter
20180502-5_178,20180502-5_178.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_178.wav,﻿en komma to millioner syriske flyktninger i jordan og libanon har mottatt støtte til mat gjennom kontantkort eller kuponger via verdens matvareprogram
20180502-5_179,20180502-5_179.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_179.wav,﻿barn og ungdom er krigens største tapere
20180502-5_180,20180502-5_180.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_180.wav,﻿Mange har mistet alt familie venner og skolegang 
20180502-5_181,20180502-5_181.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_181.wav,﻿det er samtidig disse barna som kan sikre syria en framtid den dagen krigen er over
20180502-5_182,20180502-5_182.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_182.wav,﻿femten prosent av det norske syria-løftet går til utdanning
20180502-5_183,20180502-5_183.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_183.wav,﻿Norge er et av 
20180502-5_184,20180502-5_184.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_184.wav,﻿veldig få land som øremerker så store summer til dette Formålet 
20180502-5_185,20180502-5_185.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_185.wav,﻿med støtte fra bl a norge har mer enn en
20180502-5_186,20180502-5_186.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_186.wav,﻿to millioner barn i syria og nabolandene fått utdanning gjennom fns barnefond unicef
20180502-5_188,20180502-5_188.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_188.wav,﻿det store behovet for å prioritere støtte til utdanning 
20180502-5_189,20180502-5_189.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_189.wav,﻿det er svært viktig for framtida men det er også viktig for å gi barn og unge en flik av normalitet i en ellers unormal og dramatisk situasjon
20180502-5_190,20180502-5_190.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_190.wav,﻿under de to siste syria-konferansene der norge var medarrangør
20180502-5_191,20180502-5_191.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_191.wav,﻿fikk vi også etablert overordnede avtaler med nabolandene om utdanning og sysselsetting 
20180502-5_192,20180502-5_192.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_192.wav,﻿dette innebærer at nabolandene tilrettelegger for grunnutdanning for syriske barn i tillegg til yrkesutdanning og sysselsetting for syriske flyktninger
20180502-5_193,20180502-5_193.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_193.wav,﻿i utdanning er viktig for å bygge samfunn og ikke minst
20180502-5_194,20180502-5_194.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_194.wav,﻿at unge rekrutteres til ekstremistiske organisasjoner 
20180502-5_196,20180502-5_196.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_196.wav,﻿i irak er det en risiko for at latente sekteriske og etniske spenninger blusser opp igjen nå som isil på det nærmeste er territorielt bekjempet
20180502-5_197,20180502-5_197.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_197.wav,﻿denne risikoen forsterkes 
20180502-5_198,20180502-5_198.wav,../localhome/datasets/NordTrans_TUL/Stortinget/CUT1/20180502-5_198.wav,﻿av at irakiske myndigheter av kapasitetshensyn har måttet benytte flere 
