,wav_file,path,source,text,segment_id
784,N2_060310_NRK_D17_NO_252.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060310_NRK_D17_NO_252.wav,Rundkast,på ullevål universitetssjukehus ,Rundkast_N2_060310_NRK_D17_NO_252
785,N2_051016_NRK_SDA_NO_1058.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_051016_NRK_SDA_NO_1058.wav,Rundkast,bærum  i fana og på øvre singsaker  en ting er sikkert ,Rundkast_N2_051016_NRK_SDA_NO_1058
786,N2_051201_NRK_POK_NO_41.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_051201_NRK_POK_NO_41.wav,Rundkast, jeg føler at ,Rundkast_N2_051201_NRK_POK_NO_41
787,N2_060419_NRK_D18_NO_210.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060419_NRK_D18_NO_210.wav,Rundkast, overkjørte,Rundkast_N2_060419_NRK_D18_NO_210
788,07182017_038.wav,../../datasets/NordTrans_TUL/train_small/NRK/07182017_038.wav,NRK,satt en person fastklemt ,NRK_07182017_038
789,082317_045.wav,../../datasets/NordTrans_TUL/train_small/NRK/082317_045.wav,NRK,er ikke tilfeldig ,NRK_082317_045
790,20180502-5_197.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-5_197.wav,Stortinget,denne risikoen forsterkes ,Stortinget_20180502-5_197
791,13032018_002.wav,../../datasets/NordTrans_TUL/train_small/NRK/13032018_002.wav,NRK,folk har latt seg ,NRK_13032018_002
792,12272017_054.wav,../../datasets/NordTrans_TUL/train_small/NRK/12272017_054.wav,NRK,besøk som har vært planlagt en stund,NRK_12272017_054
793,20180426-3_097.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-3_097.wav,Stortinget,den er en viktig del av religionsfriheten vi holder høyt,Stortinget_20180426-3_097
794,N2_030822_NRK_HON_NO_520.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030822_NRK_HON_NO_520.wav,Rundkast, valget og da sier kona at jeg må kjøpe en dress uansett ,Rundkast_N2_030822_NRK_HON_NO_520
795,040314_018.wav,../../datasets/NordTrans_TUL/train_small/NRK/040314_018.wav,NRK,hvis man mener alvor med klimaproblemet,NRK_040314_018
796,20180117-3_132.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180117-3_132.wav,Stortinget,bl a retningslinjer ,Stortinget_20180117-3_132
797,20180424-1_201.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-1_201.wav,Stortinget,holdningsendring på gang i verden der rusmisbruk ,Stortinget_20180424-1_201
798,112717_018.wav,../../datasets/NordTrans_TUL/train_small/NRK/112717_018.wav,NRK,befolkning eller miljø ,NRK_112717_018
799,11292017_074.wav,../../datasets/NordTrans_TUL/train_small/NRK/11292017_074.wav,NRK,missilet fløy tusen km østover ,NRK_11292017_074
800,10182017_018.wav,../../datasets/NordTrans_TUL/train_small/NRK/10182017_018.wav,NRK,men statens legemiddelverk anbefaler at denne medisinen ikke gis til pasienter fordi den er for dyr,NRK_10182017_018
801,11102017_050.wav,../../datasets/NordTrans_TUL/train_small/NRK/11102017_050.wav,NRK,dette er et komplisert tema ,NRK_11102017_050
802,101917_004.wav,../../datasets/NordTrans_TUL/train_small/NRK/101917_004.wav,NRK,det er et veldig tydelig eksempel på dårlig eierstyring,NRK_101917_004
803,N2_030220_NRK_HON_NO_569.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030220_NRK_HON_NO_569.wav,Rundkast,se hvordan de har det der borte  tror det er litt andre forhold i en amerikansk militærleir ,Rundkast_N2_030220_NRK_HON_NO_569
804,20180321-1_062.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180321-1_062.wav,Stortinget,sakene og det er viktig å huske på,Stortinget_20180321-1_062
805,20180508-1_168.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180508-1_168.wav,Stortinget,lett for et samlet storting å stille seg bak ,Stortinget_20180508-1_168
806,N2_051130_NRK_D17_NO_164.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_051130_NRK_D17_NO_164.wav,Rundkast,noe om omstendighetene rundt drapet på sin tidligere samboer og hennes datter ,Rundkast_N2_051130_NRK_D17_NO_164
807,10042018_156.wav,../../datasets/NordTrans_TUL/train_small/NRK/10042018_156.wav,NRK,av er klart at den kampen er kjempeviktig,NRK_10042018_156
808,20180131b-2_094.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131b-2_094.wav,Stortinget,den enkeltes mulighet for å kunne bo lengst mulig hjemme,Stortinget_20180131b-2_094
809,N2_030506_NRK_D17_NO_7.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030506_NRK_D17_NO_7.wav,Rundkast,her er n r k dagsnytt klokka sytten tretti ,Rundkast_N2_030506_NRK_D17_NO_7
810,N2_050319_NRK_UKS_NO_819.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050319_NRK_UKS_NO_819.wav,Rundkast, seks personer omkom i fjor ,Rundkast_N2_050319_NRK_UKS_NO_819
811,08102017_011.wav,../../datasets/NordTrans_TUL/train_small/NRK/08102017_011.wav,NRK,som vi nok aldri har sett helt maken til,NRK_08102017_011
812,20180426-1_227.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-1_227.wav,Stortinget,og våre utviklingspolitiske mål tvert om,Stortinget_20180426-1_227
813,20180410-1_154.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180410-1_154.wav,Stortinget,kan følge opp stortingets vedtak ,Stortinget_20180410-1_154
814,N2_060415_NRK_VPL_NO_873.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060415_NRK_VPL_NO_873.wav,Rundkast,har blitt som ei øy i europa,Rundkast_N2_060415_NRK_VPL_NO_873
815,20180426-1_009.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-1_009.wav,Stortinget,vi ser eksempler på at ytringsfrihet og pressefrihet er under press,Stortinget_20180426-1_009
816,20180502-3_092.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-3_092.wav,Stortinget,mange utenlandske lastebiler på norske veier i dag ,Stortinget_20180502-3_092
817,N2_030911_NRK_SDA_NO_121.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030911_NRK_SDA_NO_121.wav,Rundkast,og det jeg mener jeg det må k r f som et kristent parti forholde seg til ,Rundkast_N2_030911_NRK_SDA_NO_121
818,20180508-3_000.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180508-3_000.wav,Stortinget,i salen i dag ,Stortinget_20180508-3_000
819,N2_030515_NRK_HON_NO_379.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030515_NRK_HON_NO_379.wav,Rundkast,men øker du utgiftene mer nå ,Rundkast_N2_030515_NRK_HON_NO_379
820,20180424-6_044.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-6_044.wav,Stortinget,hele komiteen er opptatt av nettet disse tingene,Stortinget_20180424-6_044
821,14052018-1_025.wav,../../datasets/NordTrans_TUL/train_small/NRK/14052018-1_025.wav,NRK,holder ikke det som motargument ,NRK_14052018-1_025
822,N2_050919_NRK_D12_NO_10.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050919_NRK_D12_NO_10.wav,Rundkast,toska var den eneste av de tretten tiltalte som uten forbehold ,Rundkast_N2_050919_NRK_D12_NO_10
823,11132017_101.wav,../../datasets/NordTrans_TUL/train_small/NRK/11132017_101.wav,NRK,i dag hadde busselskapet og kommunen møte ,NRK_11132017_101
824,07142017_074.wav,../../datasets/NordTrans_TUL/train_small/NRK/07142017_074.wav,NRK,skogbrannen i portugal i juni tok over seks,NRK_07142017_074
825,20180410-3_204.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180410-3_204.wav,Stortinget,for at sikkerheten ivaretas ,Stortinget_20180410-3_204
826,11082017_093.wav,../../datasets/NordTrans_TUL/train_small/NRK/11082017_093.wav,NRK,fem millioner barn må holde seg hjemme,NRK_11082017_093
827,20180131a-5_137.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131a-5_137.wav,Stortinget,til den gamle parafinlyktestolpen ,Stortinget_20180131a-5_137
828,08182017_015.wav,../../datasets/NordTrans_TUL/train_small/NRK/08182017_015.wav,NRK,det siste er at politiet etterforsker muligheten for,NRK_08182017_015
829,20180424-3_238.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-3_238.wav,Stortinget,er forventet levealder ,Stortinget_20180424-3_238
830,20180502-6_014.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-6_014.wav,Stortinget,men er fortsatt høy ,Stortinget_20180502-6_014
831,091417_033.wav,../../datasets/NordTrans_TUL/train_small/NRK/091417_033.wav,NRK,det var her legen byttet om ,NRK_091417_033
832,20180509-4_175.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180509-4_175.wav,Stortinget,større areal ville bety en større belastning for byen og bymiljøet,Stortinget_20180509-4_175
833,N2_030510_NRK_VPL_NO_425.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030510_NRK_VPL_NO_425.wav,Rundkast,syttiåtte til å begynne med vokste raskt til mange hundre,Rundkast_N2_030510_NRK_VPL_NO_425
834,20180508-4_229.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180508-4_229.wav,Stortinget,i de landene som har en annen modell enn den norske,Stortinget_20180508-4_229
835,20180424-6_056.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-6_056.wav,Stortinget,en rolle hvilke krav som stilles ,Stortinget_20180424-6_056
836,110317_050.wav,../../datasets/NordTrans_TUL/train_small/NRK/110317_050.wav,NRK,men det var realiteten ,NRK_110317_050
837,N2_060217_NRK_D17_NO_306.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060217_NRK_D17_NO_306.wav,Rundkast,ikke på lenge har de fått inn så mange skadede biler,Rundkast_N2_060217_NRK_D17_NO_306
838,N2_060311_NRK_UKS_NO_60.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060311_NRK_UKS_NO_60.wav,Rundkast, likevel så så er vi rimelig sikre på denne kjøttdeigen,Rundkast_N2_060311_NRK_UKS_NO_60
839,23032018_053.wav,../../datasets/NordTrans_TUL/train_small/NRK/23032018_053.wav,NRK,i dag er han gjest på et møte for mektige beslutningstakere i washington,NRK_23032018_053
840,13042018_020.wav,../../datasets/NordTrans_TUL/train_small/NRK/13042018_020.wav,NRK,russland mener at storbritannia var med på å iscenesette det kjemiske angrepet i syria forrige helg og,NRK_13042018_020
841,112217_000.wav,../../datasets/NordTrans_TUL/train_small/NRK/112217_000.wav,NRK,timesvis med budsjettforhandlingar i natt,NRK_112217_000
842,08152017_120.wav,../../datasets/NordTrans_TUL/train_small/NRK/08152017_120.wav,NRK,presenteres kantspilleren samuel adegbenro som ny rbkspiller nigerianeren kommer fra bunnlaget viking,NRK_08152017_120
843,20180502-3_157.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-3_157.wav,Stortinget,arbeid at flere foreldre ,Stortinget_20180502-3_157
844,20180502-3_110.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-3_110.wav,Stortinget,kabotasje er egentlig ulovlig i norge,Stortinget_20180502-3_110
845,N2_060415_NRK_VPL_NO_217.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060415_NRK_VPL_NO_217.wav,Rundkast,for de unge får sine nyheter direkte levert på mobiltelefoner og nettaviser ,Rundkast_N2_060415_NRK_VPL_NO_217
846,20180426-3_116.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-3_116.wav,Stortinget,i god tid før neste sesong med julegudstjenester i skolen,Stortinget_20180426-3_116
847,20180131a-6_240.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131a-6_240.wav,Stortinget,president det som er aller viktigst,Stortinget_20180131a-6_240
848,20180424-3_247.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-3_247.wav,Stortinget,det at man er ,Stortinget_20180424-3_247
849,11022017_066.wav,../../datasets/NordTrans_TUL/train_small/NRK/11022017_066.wav,NRK,det er nok litt ,NRK_11022017_066
850,04022018_119.wav,../../datasets/NordTrans_TUL/train_small/NRK/04022018_119.wav,NRK,for elefanter er veldig sultne ,NRK_04022018_119
851,07182017_087.wav,../../datasets/NordTrans_TUL/train_small/NRK/07182017_087.wav,NRK,men mange andre steder i norge har også blitt kalt norges toscana ,NRK_07182017_087
852,N2_030220_NRK_HON_NO_350.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030220_NRK_HON_NO_350.wav,Rundkast,problemene til der de virkelig er  fordi altså samtidig så investeres det i nors,Rundkast_N2_030220_NRK_HON_NO_350
853,08122017_142.wav,../../datasets/NordTrans_TUL/train_small/NRK/08122017_142.wav,NRK,gull fra europeiske mesterskap ,NRK_08122017_142
854,30012018_074.wav,../../datasets/NordTrans_TUL/train_small/NRK/30012018_074.wav,NRK,som ønsker idretten sin som olgren ,NRK_30012018_074
855,N2_050906_NRK_D12_NO_159.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050906_NRK_D12_NO_159.wav,Rundkast,det er synd at sånne ting skjer  men vi får håpa at vi kjem tilbake igjen neste sommar og vinter på det ,Rundkast_N2_050906_NRK_D12_NO_159
856,101717_058.wav,../../datasets/NordTrans_TUL/train_small/NRK/101717_058.wav,NRK,og skal ha fått en kraftig ,NRK_101717_058
857,N2_030506_NRK_D17_NO_119.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030506_NRK_D17_NO_119.wav,Rundkast,men de er ikke enige om hvordan ,Rundkast_N2_030506_NRK_D17_NO_119
858,08302017_213.wav,../../datasets/NordTrans_TUL/train_small/NRK/08302017_213.wav,NRK,selv opplevde det som en tragedie ,NRK_08302017_213
859,N2_050430_NRK_VPL_NO_1003.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050430_NRK_VPL_NO_1003.wav,Rundkast,me takkar deg og iver neumann for følgje,Rundkast_N2_050430_NRK_VPL_NO_1003
860,20180131c-2_151.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131c-2_151.wav,Stortinget,en blågrønn regjering som skal ,Stortinget_20180131c-2_151
861,20180426-4_135.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-4_135.wav,Stortinget,regjeringen har derfor signalisert at man ønsker å ta initiativ,Stortinget_20180426-4_135
862,N2_021003_NRK_HON_NO_656.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_021003_NRK_HON_NO_656.wav,Rundkast, ja for her vi vet jo også at russland er på linje med frankrike her,Rundkast_N2_021003_NRK_HON_NO_656
863,N2_950722_NRK_VPL_NO_475.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_950722_NRK_VPL_NO_475.wav,Rundkast,ble ikkje tatt alvorleg av den kanadiske regjeringa ,Rundkast_N2_950722_NRK_VPL_NO_475
864,N2_021003_NRK_HON_NO_250.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_021003_NRK_HON_NO_250.wav,Rundkast, mot lågare betaling i barnehage,Rundkast_N2_021003_NRK_HON_NO_250
865,N2_051110_NRK_POK_NO_267.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_051110_NRK_POK_NO_267.wav,Rundkast,vi kommer før eller siden til det,Rundkast_N2_051110_NRK_POK_NO_267
866,121617_040.wav,../../datasets/NordTrans_TUL/train_small/NRK/121617_040.wav,NRK,de trodde nesten ikke det de så ,NRK_121617_040
867,20180426-2_055.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-2_055.wav,Stortinget,den vil legge premissene for hva det skal,Stortinget_20180426-2_055
868,20180426-4_228.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-4_228.wav,Stortinget,også med å få en,Stortinget_20180426-4_228
869,20180502-7_131.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-7_131.wav,Stortinget,derfor ikke tall for ,Stortinget_20180502-7_131
870,20180509-4_165.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180509-4_165.wav,Stortinget,vi har fått utført en omfattende litteraturstudie ,Stortinget_20180509-4_165
871,20180131b-3_019.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131b-3_019.wav,Stortinget,norge står nå midt i en omstilling digitalisering og automatisering vil endre mange yrker dramatisk ,Stortinget_20180131b-3_019
872,N2_060205_NRK_SDA_NO_542.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060205_NRK_SDA_NO_542.wav,Rundkast, utfylle hverandre,Rundkast_N2_060205_NRK_SDA_NO_542
873,N2_060217_NRK_D17_NO_224.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060217_NRK_D17_NO_224.wav,Rundkast, det er synd at skal være skiene som blir problemet ,Rundkast_N2_060217_NRK_D17_NO_224
874,20180502-5_108.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-5_108.wav,Stortinget,rettssystemet er sterkt overbelastet ,Stortinget_20180502-5_108
875,08142017_086.wav,../../datasets/NordTrans_TUL/train_small/NRK/08142017_086.wav,NRK,heimevernet selv mener de er førtifem tusen ,NRK_08142017_086
876,20180426-2_171.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-2_171.wav,Stortinget,det vil være opp til den enkelte skole å velge hvordan man eventuelt tilrettelegger for deltagelse på gudstjeneste,Stortinget_20180426-2_171
877,010815_014.wav,../../datasets/NordTrans_TUL/train_small/NRK/010815_014.wav,NRK,der folk som har vært i fengsel,NRK_010815_014
878,25032018_092.wav,../../datasets/NordTrans_TUL/train_small/NRK/25032018_092.wav,NRK,han er blitt del av en dyster statistikk ,NRK_25032018_092
879,N2_060415_NRK_VPL_NO_224.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060415_NRK_VPL_NO_224.wav,Rundkast,og hun gir av seg selv,Rundkast_N2_060415_NRK_VPL_NO_224
880,08042017_040.wav,../../datasets/NordTrans_TUL/train_small/NRK/08042017_040.wav,NRK,tap på deres konferanse mot radikalisering,NRK_08042017_040
881,N2_050502_NRK_D17_NO_42.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050502_NRK_D17_NO_42.wav,Rundkast,det har og vore kontakt mellom norsk u d og gresk u d,Rundkast_N2_050502_NRK_D17_NO_42
882,20180131b-9_192.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131b-9_192.wav,Stortinget,lage lange verdikjeder for norsk gran er det er det motsatte av grønt skifte folk i primærnæringene har forstått dette for lenge siden og får derfor større og større mistillit er slik abstrakte ord som grønt skifte,Stortinget_20180131b-9_192
883,20180508-7_196.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180508-7_196.wav,Stortinget,vi har i norge heller ingen planer om å la opprette lagre av atomvåpen på norsk område eller installere utskytningsbaser for mellomdistanseraketter,Stortinget_20180508-7_196
884,N2_030510_NRK_UKS_NO_259.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030510_NRK_UKS_NO_259.wav,Rundkast,få i han noe blå java fortest mulig det syns jeg,Rundkast_N2_030510_NRK_UKS_NO_259
885,10042017_204.wav,../../datasets/NordTrans_TUL/train_small/NRK/10042017_204.wav,NRK,vladimir putin er ikke fornøyd med forberedelsene til fotballvm,NRK_10042017_204
886,20180426-1_223.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-1_223.wav,Stortinget,afrika er et voksende marked,Stortinget_20180426-1_223
887,N2_030510_NRK_VPL_NO_213.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030510_NRK_VPL_NO_213.wav,Rundkast,og det på en måte som vil være til den største ulempe ,Rundkast_N2_030510_NRK_VPL_NO_213
888,110617_062.wav,../../datasets/NordTrans_TUL/train_small/NRK/110617_062.wav,NRK,prisvinneren leter etter inspirasjon til sin nye musikk og vil gjerne prøve ,NRK_110617_062
889,20180410-3_276.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180410-3_276.wav,Stortinget,to hundre datasentre ,Stortinget_20180410-3_276
890,20180502-2_221.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-2_221.wav,Stortinget,med forvitrar i i barnevernet men vi skal også bli bedre på kontroll,Stortinget_20180502-2_221
891,N2_030507_NRK_D18_NO_286.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030507_NRK_D18_NO_286.wav,Rundkast, om det skal være forskjell du tjenar,Rundkast_N2_030507_NRK_D18_NO_286
892,20180424-6_269.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-6_269.wav,Stortinget,ikke har grunnlag i politisk ideologi,Stortinget_20180424-6_269
893,N2_050309_NRK_D17_NO_329.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050309_NRK_D17_NO_329.wav,Rundkast,det finnes ikke mange lignende saker å sammenligne med ,Rundkast_N2_050309_NRK_D17_NO_329
894,10272017_062.wav,../../datasets/NordTrans_TUL/train_small/NRK/10272017_062.wav,NRK,bør skolene få pålegg om å arrangere skolegudstjenester debatten er i gang igjen ,NRK_10272017_062
895,20180131a-6_084.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131a-6_084.wav,Stortinget,opphold leide inn folk fra bedrifter med tariffavtale som har lærlinger som satser på produktivitet og kompetanse for de ansatte,Stortinget_20180131a-6_084
896,N2_950708_NRK_VPL_NO_619.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_950708_NRK_VPL_NO_619.wav,Rundkast, hvor mange flasker kan man klare om dagen ,Rundkast_N2_950708_NRK_VPL_NO_619
897,20180131b-9_203.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131b-9_203.wav,Stortinget,vi som er i arbeids og sosialkomiteen,Stortinget_20180131b-9_203
898,N2_050523_NRK_HON_NO_539.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050523_NRK_HON_NO_539.wav,Rundkast, fram mot to tusen og seks  og det er i  og det er derfor og tidspunktet kommer nå ,Rundkast_N2_050523_NRK_HON_NO_539
899,20180131b-6_150.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131b-6_150.wav,Stortinget,at de tar opp hansken og ser mulighetene,Stortinget_20180131b-6_150
900,20180509-4_266.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180509-4_266.wav,Stortinget,skal kompenseres for ,Stortinget_20180509-4_266
901,20180424-3_010.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-3_010.wav,Stortinget,det avdekket lovbrudd i hele førtifem av femtisju,Stortinget_20180424-3_010
902,N2_060205_NRK_SDA_NO_144.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060205_NRK_SDA_NO_144.wav,Rundkast, disse gjeringene må vi slik utenriksministeren,Rundkast_N2_060205_NRK_SDA_NO_144
903,20180502-4_011.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180502-4_011.wav,Stortinget,før det kan stå ny veg og jernbane ferdig ,Stortinget_20180502-4_011
904,N2_050616_NRK_D17_NO_358.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050616_NRK_D17_NO_358.wav,Rundkast, men de oppfatter definitivt lyden,Rundkast_N2_050616_NRK_D17_NO_358
905,20180321-2_151.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180321-2_151.wav,Stortinget,barn får en trygg overgang ,Stortinget_20180321-2_151
906,N2_051124_NRK_POK_NO_97.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_051124_NRK_POK_NO_97.wav,Rundkast,det er lavere skatt  på de siste kapitalinntektene,Rundkast_N2_051124_NRK_POK_NO_97
907,20180426-2_177.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180426-2_177.wav,Stortinget,at det er positivt om flest mulig får tilbud om å delta i skolegudstjenester,Stortinget_20180426-2_177
908,09122017_122.wav,../../datasets/NordTrans_TUL/train_small/NRK/09122017_122.wav,NRK,fbisjefen startet etterforskningen av hennes eposter ,NRK_09122017_122
909,20180424-6_180.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-6_180.wav,Stortinget,hun kan si at de tiltakene departementet viser til,Stortinget_20180424-6_180
910,N2_030222_NRK_HON_NO_782.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030222_NRK_HON_NO_782.wav,Rundkast,tor hushovd sitter foran i hovedfeltet på den niende etappen av sykkelrittet frankrike rundt  ,Rundkast_N2_030222_NRK_HON_NO_782
911,N2_050611_NRK_UKS_NO_30.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050611_NRK_UKS_NO_30.wav,Rundkast, det har blant annet vært,Rundkast_N2_050611_NRK_UKS_NO_30
912,N2_060305_NRK_SDA_NO_491.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_060305_NRK_SDA_NO_491.wav,Rundkast,injek injeksering i nordsjøen  få som med mulighet til å få opp mer olje ,Rundkast_N2_060305_NRK_SDA_NO_491
913,08292017_212.wav,../../datasets/NordTrans_TUL/train_small/NRK/08292017_212.wav,NRK,har storebror henrik måttet gi seg ut på den møysommelige og lange veien tilbake til trening,NRK_08292017_212
914,011614_068.wav,../../datasets/NordTrans_TUL/train_small/NRK/011614_068.wav,NRK,måtte bytte jobb ,NRK_011614_068
915,043015_026.wav,../../datasets/NordTrans_TUL/train_small/NRK/043015_026.wav,NRK,vi tar imot alle anmeldelser ,NRK_043015_026
916,20180131a-10_179.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180131a-10_179.wav,Stortinget,dette øker presset på primærhelsetjenesten ,Stortinget_20180131a-10_179
917,20180117-1_150.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180117-1_150.wav,Stortinget,med sitt kjennskap til næringsliv og topografi i bygda øye innerst i hjørundfjorden,Stortinget_20180117-1_150
918,20180508-7_113.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180508-7_113.wav,Stortinget,veldig betryggende det ,Stortinget_20180508-7_113
919,122317_035.wav,../../datasets/NordTrans_TUL/train_small/NRK/122317_035.wav,NRK,selv julefeiringen har blitt en del av den politiske striden i landet ,NRK_122317_035
920,20180424-1_155.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-1_155.wav,Stortinget,i stortingets kinosal filmen røverdatter ,Stortinget_20180424-1_155
921,N2_050212_NRK_VPL_NO_796.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050212_NRK_VPL_NO_796.wav,Rundkast, vladimir putin fikk nedsatt en granskingskommisjon oppnevnt av føderasjonsrådet  ,Rundkast_N2_050212_NRK_VPL_NO_796
922,20180424-3_221.wav,../../datasets/NordTrans_TUL/train_small/Stortinget/20180424-3_221.wav,Stortinget,viktige offentlige oppgaver ,Stortinget_20180424-3_221
923,N2_030714_NRK_HON_NO_886.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_030714_NRK_HON_NO_886.wav,Rundkast, og her i studio gunnar hybertsen  her og nå redaksjonen er tilbake på mandag  ha en god helg ,Rundkast_N2_030714_NRK_HON_NO_886
924,08072017_075.wav,../../datasets/NordTrans_TUL/train_small/NRK/08072017_075.wav,NRK,i dag vedtok nasjonalforsamlingen at avstemningen omkring opposisjonens mistillitsforslag,NRK_08072017_075
925,N2_050524_NRK_D17_NO_397.wav,../../datasets/NordTrans_TUL/train_small/Rundkast/N2_050524_NRK_D17_NO_397.wav,Rundkast,ja  jeg vil si at det virker på meg som rimelig urimelig ,Rundkast_N2_050524_NRK_D17_NO_397
926,08032018_065.wav,../../datasets/NordTrans_TUL/train_small/NRK/08032018_065.wav,NRK,og sønnen undersøkes på nytt,NRK_08032018_065
